date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,unacc_minors,separated_children,child_hh,phys_disabled,mental_disabled,friction_host,friction_site,eviction_notice,security_risks,free_movt_men,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,,shelter_number,electricity,shelter_support,shelter_support_types,,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,impediments_othergroups,health_issues,,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,nutrition_avail,nutrition_dist,nutrition_service,info_sources,,info_needs,info_sufficient,complaints_mechanism,primary_language,secondary_languages,,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs,,female_staff,health_birth,impediments_women,types_impediments,
42995,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,NA-3807-Z08-001, , ,Darul xikma,urban,spontaneous_site,200,1200,no, , , , , , , , , , ,825,95,200,50,30,200,200,0,0,0,0,35,yes,no,no,yes,42856,42887,no_management, ,residents womens elder_meeting,1,1,1,0,0,private, ,host, ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding drought no_services, ,bay,conflict_surrounding drought,0, ,bakool,conflict_surrounding drought,0,2,1,3,0,yes,yes,no, ,yes,no,no,nat_police,no,no,buul,1,400,no,no, , , ,no,yes,no, ,yes,3,0,0,20,0, , ,20, ,yes,yes,no,yes,no, , , , , , , , , ,30,7,weekly,none, , ,yes,30,household,no, , ,cholera_awd malaria polio diphtheria,1,yes,42917,diphtheria, ,no, , ,no, , ,friends_family religious_leader radio,1,health security contact_aid water shelter,no,no,somali_standard,somali_maay,2.0735643549395206 45.24337924337251 95.27572749253267 4.0,2.073564355,45.24337924,yes,yes,yes, ,yes, , , 
43001,community_leader ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Tawakal 2,urban,spontaneous_site,100,300,no, , , , , , , , , , ,80,50,70,40,60,100,100,0,0,0,0,0,yes,no,yes,yes,41646,41647,residents, ,elder_meeting wash,0,0,1,1,0,local_authority, , , ,none, , , , ,no,no_rent, ,yes,42741,no,lower_juba,conflict_community drought no_livelihoods no_services, ,middle_juba,conflict_community drought no_livelihoods no_services,1, ,lower_shabelle,conflict_community drought no_livelihoods forced_eviction, ,6,6,3, ,no,no,no, ,yes,no,no,informal_sec,no,no,buul tent cgi,1,120,yes,no, , , ,yes,yes,no, ,yes,50,0,0,40,0, , ,40, ,yes,yes,no,no,yes,yes, , , , , , ,protected_well_nopump, ,5,7,daily,none, , ,yes,5,market,yes,10,no,cholera_awd,1,yes,42736,cholera_awd, ,yes,15,primary quranic,yes,15,sc tsfp bsfp,friends_family radio,1,food shelter,no,no,somali_standard,mushunguli somali_sign,-0.340933133140646 42.56193346515801 -16.444032388636987 4.0,-0.340933133,42.56193347,yes,yes,yes,yes,yes,no, ,1
42994,gatekeeper ,0,yes,idp,male,galgaduud,dhuusamarreeb,NB-3811-M31-001, , ,Tuulo-og,urban,spontaneous_site,685,4110,no, , , , , , , , , , ,2965,384,443,145,173,625,394,15,216,0,60,190,no,no,yes,no,40181,41643,residents, ,residents,1,0,0,0,0,private, ,host, ,dnk, , , , ,dnk,cash, ,no, ,no,galgaduud,drought, ,mudug,drought,0, , , , ,3, ,2,1,no,no,no, ,yes,no,no,clan,no,no,tent stone cgi,0,704,no,no, , , ,yes,yes,yes,30,yes,60,0,0,1,0, , ,1, ,no,no,no,no,yes,yes, , , , , , ,tank_tap, ,30,4,more_month,none, , ,yes,30,market,no, , ,cholera_awd malaria,1,yes,42743,cholera_awd, ,no, , ,no, , ,friends_family radio,1,food health shelter,no,no,somali_standard,none,5.546135 46.383813333333336 272.0 4.8,5.546135,46.38381333,yes,yes,yes, ,yes, , , 
43002,  Deputy chair,Deputy chair,yes,idp,male,banadir,mogadishu_kahda,other,NA-3807-Z08-001,KM13,Shalaqben,urban,spontaneous_site,100,600,no, , , , , , , , , , ,400,100,50,20,30,100,100,0,0,0,0,100,yes,yes,no,no,42887,42948,no_management, ,residents womens,1,1,0,0,0,private, ,business, ,informal,family, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding drought, ,bakool,conflict_community conflict_surrounding drought,1, ,lower_juba,conflict_community drought,0,2,0,5,0,no,no,yes, ,yes,no,no,nat_police,no,no,buul timber_plastic,1,100,no,no, , , ,no,no,no, ,no, ,0,0,1,0, , ,1, ,yes,yes,no,no,no, , , , , , , , , ,12,7,daily,none, , ,no, ,market,no, , ,malaria,0,yes,42917,malaria, ,no, , ,no, , ,friends_family aid_worker radio,1,missing_persons food water shelter,no,no,somali_standard,somali_maay,2.06735 45.23348666666667 237.6 4.9,2.06735,45.23348667,yes,yes,yes, ,no, , , 
42998,camp_manager ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Tusbaxle,urban,planned_site,57,200,no, , , , , , , , , , ,50,50,30,20,50,57,57,0,0,0,0,20,no,no,no,no,42675,42767,community_leader, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,cash, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,middle_shabelle,conflict_community drought,0,0,0,3,0,no,no,no, ,yes,no,no,clan, ,no,buul tent,1,155,no,no, , , ,no,no,no, ,no, ,0,0,3,0, , ,3, ,no,no,no,no,no, , , , , , , , , ,3,7,weekly,none, , ,no, ,market,no, , ,cholera_awd,1,no,42856,cholera_awd, ,no, , ,no, , ,friends_family,1,missing_persons water,no,no,somali_standard,somali_maay,2.065985 45.24400000000001 107.2 4.8,2.065985,45.244,yes,yes,yes, ,no, , , 
42996,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Weydow,Waliisho,urban,spontaneous_site,150,600,no, , , , , , , , , , ,300,75,75,75,75,150,150,0,0,0,0,25,no,no,no,no,42917,42948,no_management, ,residents womens,1,1,0,0,0,private, ,business, ,formal,family,verbal,no, ,dnk,cash work_services, ,dnk, ,no,awdal,drought, ,bay,conflict_community conflict_other,1, ,bari,conflict_community conflict_surrounding conflict_other drought no_livelihoods,0,0,0,0,0,no,no,no, ,no,no,no,clan, ,no,buul tent wattle_daub,1,58,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,5,5,dnk,none, , ,no, ,market,no, , ,cholera_awd,1,no,42979,cholera_awd, ,no, , ,yes,5,sc otp,tv aid_worker,0,missing_persons food,no,no,somali_maay,mushunguli,2.06831041 45.25734959 56.0 4.0,2.06831041,45.25734959,yes,yes,yes, ,no, , , 
43003,  Assistant camp leader,Assistant camp leader,yes,idp,male,banadir,mogadishu_daynile,other,other,G B,Barqadle,urban,spontaneous_site,150,300,no, , , , , , , , , , ,100,50,60,40,50,150,150,0,0,0,0,25,yes,no,no,yes,42948,42979,community_leader, ,womens elder_meeting,0,1,1,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,floods drought no_livelihoods, ,middle_shabelle,conflict_community floods drought no_livelihoods,1, ,hiraan,conflict_community floods drought no_livelihoods,25,12,2,15,8,no,no,yes, ,yes,no,no,informal_sec,no,no,buul,1,295,no,no, , , ,no,no,yes,60,yes,50,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,30,5,monthly,none, , ,no, ,borrowing,no, , ,cholera_awd malaria,1,yes,42979,cholera_awd, ,no, , ,no, , ,religious_leader community_leader aid_worker,0,missing_persons food health access_id contact_aid shelter,no,no,somali_standard,somali_maay,2.0706236046781914 45.23735725021658 92.1017827771202 4.0,2.070623605,45.23735725,yes,yes,yes, ,no, , , 
43002,gatekeeper ,0,yes,idp,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Dalsan camp,urban,planned_site,140,700,no, , , , , , , , , , ,250,130,150,80,90,140,140,0,0,0,0,0,yes,yes,yes,no,41640,41642,residents, ,none,0,0,0,0,0,private, ,host, ,informal,family, ,no, ,no,goods_aid, ,yes,42374,no,hiraan,conflict_community floods drought no_livelihoods forced_eviction, ,galgaduud,conflict_community drought no_livelihoods no_services forced_eviction,1, , , , ,5, ,25,7,no,no,yes, ,yes,no,no,none,yes,no,buul timber_plastic wattle_daub,1,285,no,yes,nfis,0, ,no,no,yes,30,yes,20,4,5,1,0,4,5,1, ,no,yes,no,no,yes,yes, , , , , , ,kiosk river, ,10,7,monthly,none, , ,yes,30,household,no, , ,malaria,0,no,42744,malaria, ,no, , ,no, , ,friends_family aid_worker radio,1,contact_aid shelter market_prices,no,no,somali_standard,somali_benaadir,4.739582444656904 45.213202236507115 147.80699544494615 4.0,4.739582445,45.21320224,yes,yes,yes, ,yes, , , 
42995,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,NA-3807-Z08-001,Kaxda,Dacaar,peri_urban,spontaneous_site,90,350,no, , , , , , , , , , ,150,60,40,50,50,90,20,60,5,5,0,25,yes,no,yes,yes,42856,42856,local_authority, ,residents womens,1,1,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding drought no_livelihoods, , , , , , , ,0,20,0,10,3,no,no,no, ,yes,no,no,clan,no,no,buul,1,100,no,no, , , ,no,no,no, ,yes,5,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,5,4,weekly,none, , ,no, ,market,no, , ,cholera_awd,1,yes,42917,cholera_awd, ,no, , ,no, , ,friends_family aid_worker,1,food health water shelter,no,no,somali_standard,somali_maay,2.0525733333333336 45.261426666666665 99.4 4.5,2.052573333,45.26142667,yes,yes,yes, ,no, , , 
42998,gatekeeper ,0,no,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Wardi,urban,planned_site,58,300,no, , , , , , , , , , ,100,50,50,50,50,58,58,0,0,0,0,20,no,no,no,no,42125,42614,community_leader, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,bay,conflict_community drought, ,lower_juba,conflict_community drought,1, ,middle_shabelle,conflict_community drought,0,8,0,1,0,no,no,no, ,yes,yes,yes,clan,no,no,buul tent,1,140,no,no, , , ,no,no,no, ,no, ,0,0,2,0, , ,2, ,no,no,no,no,no, , , , , , , , , ,3,7,weekly,none, , ,no, ,market,no, , ,cholera_awd,1,yes,42856,cholera_awd, ,no, , ,no, , ,friends_family,1,food water,no,no,somali_standard,somali_maay,2.0660866666666666 45.24385666666667 140.7 4.7,2.066086667,45.24385667,yes,yes,yes, ,no, , , 
42996,camp_manager ,0,yes,hc,male,banadir,mogadishu_daynile,other,other,Dayniile,Sahal,urban,spontaneous_site,80,480,no, , , , , , , , , , ,200,90,150,10,30,80,80,0,0,0,0,20,yes,no,no,yes,41395,42583,no_management, ,residents,1,0,0,0,0,private, ,host, ,none, , , , ,no,goods_aid,0,no, ,no,lower_shabelle,conflict_community drought, ,bay,conflict_community drought,1, ,bakool,conflict_community drought,0,13,0,4,2, ,no,no, ,yes,yes,no,clan,no,no,buul,1,200,no,no, , , ,no,no,yes,30,yes,60,0,0,0,0, , , , ,no, ,no,no,yes,yes, , , , , , ,tank_tap, ,5,5,never,none, , ,yes,23,household,no, , ,malaria other,0,yes,42948,Chicken Pox,0,no, , ,no, , ,friends_family,1,food health contact_aid water shelter,no,no,somali_standard,somali_maay,2.07437269 45.25421935 83.0 4.0,2.07437269,45.25421935,yes,yes,yes, ,yes, , , 
43001,community_leader ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Wamo 1,urban,spontaneous_site,130,350,no, , , , , , , , , , ,130,20,70,50,80,130,130,0,0,0,0,0,no,no,no,no,42009,42011,residents, ,elder_meeting wash,0,0,1,1,0,local_authority, , , ,none, , , , ,no,no_rent, ,no, ,no,lower_juba,conflict_community drought no_livelihoods, ,middle_juba,conflict_community drought no_livelihoods,1, ,lower_shabelle,conflict_community drought no_livelihoods,1, , ,2,1,no,no,no, ,yes,no,no,informal_sec,no,no,buul tent cgi,1,150,yes,no, , , ,yes,no,yes,15,yes,55,0,0,13,0, , ,13, ,no,yes,yes,yes,yes,yes, , , , , , ,protected_well_nopump, ,5,7,daily,inkind,monthly,42814,yes,20,market,yes,20,no,cholera_awd,1,yes,42742,cholera_awd, ,yes,20,primary quranic,yes,20,sc,friends_family radio,1,food,no,no,somali_standard,mushunguli somali_sign,-0.3412667560459466 42.562972033468455 -29.856415055881268 4.0,-0.341266756,42.56297203,yes,yes,yes,yes,yes,no, , 
43001,community_leader ,0,yes,idp,male,lower_juba,kismayo,SA-3801-J13-001, , ,Nageye,urban,spontaneous_site,75,450,no, , , , , , , , , , ,260,50,90,20,30,75,75,0,0,0,0,0,yes,no,no,yes,40920,41277,residents, ,residents elder_meeting,1,0,1,0,0,private, ,host, ,informal,community, ,no, ,yes,no_rent, ,yes,42373,no,lower_juba,conflict_surrounding floods drought no_livelihoods, ,middle_juba,conflict_surrounding threats floods drought no_livelihoods,0, , , , ,7, ,6,4,no,no,no, ,yes,no,no,nat_army,no,no,buul tent,1,150,no,yes,emergency nfis,1, ,yes,yes,yes,5,yes,90,0,0,17,0, , ,6, ,yes,yes,no,no,no, , , , , , , , , ,3,7,weekly,none, , ,yes,5,market,yes,10,no,malaria other,0,yes,42738,cholera_awd, ,yes,1,primary quranic,yes,10,sc otp micronutrient_supplementation,community_leader radio,0,food shelter other,no,no,somali_standard,somali_maay mushunguli,-0.3414535760894229 42.56365913203738 -17.137336685066174 4.0,-0.341453576,42.56365913,yes,yes,yes,yes,no,no, , 
42991,elder ,0,no,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Doon dheer,urban,spontaneous_site,120,480,no, , , , , , , , , , ,185,120,150,18,7,120,120,0,0,0,0,3,no,no,no,no,42738,42741,local_authority, ,residents,1,0,0,0,0,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,bakool,conflict_community drought, ,bay,conflict_community drought,1, ,lower_juba,conflict_community drought, , , ,2, ,no,no,no, ,yes,no,no,nat_police, ,no,buul,1,100,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , , , ,never,none, , ,no, ,assistance,no, , ,cholera_awd diphtheria,1,no,42742,cholera_awd, ,no, , ,no, , ,radio,0,weather,no,no,somali_maay,somali_standard,3.1452986097899043 43.65869852019968 430.54222600649643 4.0,3.14529861,43.65869852,yes,yes,yes, ,no, , , 
43005,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Haanta dheer,Cadar,urban,spontaneous_site,7,35,no, , , , , , , , , , ,26,3,5,0,1,7,7,0,0,0,0,0,no,no,yes,no,40940,40969,community_leader, ,elder_meeting,0,0,1,0,0,private, ,host, ,dnk, , , , ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community conflict_surrounding conflict_other drought, , , , , , , ,0,1,0,0,1,no,no,yes, ,yes,yes,no,clan,no,no,buul timber_plastic,1,14,no,no, , , ,yes,no,yes,25,yes,2,0,0,1,0, , ,1, ,no,no,no,no,no, , , , , , , , , ,30,5,never,none, , ,yes,25,household,no, , ,cholera_awd malaria diphtheria,1,yes,42826,malaria, ,yes,2,ecd quranic,no, , ,religious_leader community_leader radio,0,food health water shelter,no,no,somali_standard,somali_benaadir somali_maay,2.0548542605965774 45.295756735103446 62.5344503131635 4.0,2.054854261,45.29575674,yes,yes,yes, ,no, , , 
42991,gatekeeper ,0,yes,idp,male,bay,baidoa,NA-3801-Y31-005, , ,Istanbul,urban,spontaneous_site,200,859,no, , , , , , , , , , ,420,136,271,9,23,200,200,0,0,0,0,0,no,no,yes,no,42381,42737,residents, ,residents womens,1,1,0,0,0,private, ,business, ,formal,community,written,no, ,no,no_rent, ,no, ,no,bay,conflict_surrounding drought, ,bakool,conflict_surrounding drought,0, ,gedo,conflict_surrounding drought, , , , , ,no,no,no, ,yes,no,no,nat_police, ,no,buul,1, ,no,no, , , ,no,no,no, ,yes,60,0,0,4,0, , ,4, ,no,yes,no,no,no, , , , , , , , , ,30,5,daily,inkind,less_frequent,42868,no, ,assistance,no, , ,cholera_awd,1,yes,42739,cholera_awd, ,no, , ,no, , ,religious_leader community_leader radio,0,food shelter,no,no,somali_maay,somali_standard,3.13921132 43.66191035 439.0 3.0,3.13921132,43.66191035,yes,yes,yes, ,no, , , 
42996,community_leader ,0,yes,idp,male,banadir,mogadishu_daynile,other,other,Weydow,Huborow,urban,spontaneous_site,60,360,no, , , , , , , , , , ,150,50,135,10,15,60,40,0,20,0,0,30,yes,no,no,no,41821,42856,community_leader, ,elder_meeting,0,0,1,0,0,private, ,host, ,none, , , , ,no,goods_aid, ,no, ,no,bay,conflict_community conflict_surrounding drought, ,lower_shabelle,conflict_community conflict_surrounding drought,1, ,middle_shabelle,conflict_community conflict_surrounding conflict_other drought,0,0,10,1,1,no,no,yes,0,yes,no,no,clan, ,no,buul,1,120,no,no, , , ,yes,no,yes,25,yes,10,0,0,2,0, , ,1, ,no,yes,no,no,no, , , , , , , , , ,5,7,never,none, , ,yes,20,household,no, , ,cholera_awd malaria diphtheria,1,yes,42917,cholera_awd, ,yes,5,quranic,no, , ,religious_leader community_leader radio,0,food health water shelter,no,no,somali_standard,somali_maay,2.074627612050242 45.25451383869746 86.4714218953841 4.0,2.074627612,45.25451384,yes,yes,yes, ,yes, , , 
42998,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,NA-3807-Z08-001, , ,Gelale ,urban,spontaneous_site,72,432,no, , , , , , , , , , ,210,54,141,10,17,72,72,0,0,0,0,35,yes,no,yes,no,42064,42461,community_leader, ,residents womens wash,1,1,0,1,0,private, ,host, ,informal,community, ,no, ,no,goods_aid, ,no, ,no,lower_shabelle,drought no_livelihoods no_services, ,bay,conflict_other no_livelihoods no_services forced_eviction,0, ,middle_shabelle,floods drought no_livelihoods no_services,0,2,10,1,0,no,no,no, ,yes,no,no,clan,no,no,buul timber_plastic cgi,1,84,no,no, , , ,no,no,no, ,yes,15,0,0,2,0, , ,2, ,no,yes,no,no,no, , , , , , , , , ,10,6,more_month,none, , ,yes,25,market,no, , ,cholera_awd malaria,1,yes,42887,cholera_awd, ,no, , ,no, , ,religious_leader aid_worker radio,0,food access_id security water shelter,no,no,somali_maay,somali_standard,2.067605 45.24440333333334 108.8 4.5,2.067605,45.24440333,yes,yes,yes, ,yes, , , 
43001,gatekeeper ,0,yes,hc,male,hiraan,belet_weyne,NB-3815-G05-001, , ,Kulmiye 1,urban,spontaneous_site,500,2500,no, , , , , , , , , , ,2000,250,50,100,100,400,100,50,50,200,100,0,yes,yes,yes,yes,42217,42644,local_authority, ,womens,0,1,0,0,0,private, ,host, ,dnk, , , , ,yes,no_rent, ,no, ,no,bakool,conflict_community drought, ,bay,conflict_community drought,1, ,hiraan,conflict_community conflict_other no_livelihoods,200,50, ,1, , ,no,no, ,no,no,no,clan,no,no,buul,1, ,no,no, , , ,no,no,no, ,no, ,0,0,1,0, , ,1, ,no,no,no,yes,yes,yes, , , , , , ,kiosk piped tank_tap, ,3,6,never,none, , ,no, ,market,no, , ,cholera_awd malaria,1,no,42248,malaria, ,no, , ,no, , ,friends_family,1,missing_persons,no,no,somali_standard,none,4.753498114162761 45.20393599756663 157.56660913729488 4.0,4.753498114,45.203936,yes,yes,yes,0,no, , , 
42991,gatekeeper ,0,yes,idp,male,bay,baidoa,NA-3802-X04-008, , ,Hassan muumin,peri_urban,spontaneous_site,355,2130,no, , , , , , , , , , ,700,100,130,200,1000,320,150,80,60,30,35,6,yes,no,no,no,42742,42742,no_management, ,residents,1,0,0,0,0,private, ,business, ,formal,community,written,yes,43344,yes,cash, ,yes,42743,yes,bay,drought, ,bakool,conflict_community drought,1, ,gedo,conflict_community drought,25,15,5,5,1,no,no,yes, ,yes,no,yes,nat_police,yes,yes,buul,1,355,no,yes,emergency,1, ,no,no,no, ,no, ,0,0,10,10, , ,10,10,yes,yes,yes,yes,yes,yes, , , , , , ,kiosk, ,5,7,daily,inkind,monthly,42960,yes,5,market,yes,10,no,cholera_awd malaria,1,yes,42742,cholera_awd, ,yes,10,quranic,yes,20,sc,friends_family radio,1,missing_persons,yes,yes,somali_maay,somali_standard,3.0904883333333335 43.62821 505.4 8.1,3.090488333,43.62821,yes,yes,yes,0,no,no, , 
42995,gatekeeper ,0,yes,refugee,male,bari,bossaso,NC-3901-T26-001, , ,Absame B,urban,spontaneous_site,700,4200,no, , , , , , , , , , ,1200,900,1000,500,600,700,400,300,0,0,0,100,no,no,yes,no,35073,37625,no_management, ,residents,1,0,0,0,0,private, ,host, ,informal,family, ,no, ,no,cash, ,no, ,no,lower_juba,conflict_community no_livelihoods, ,middle_shabelle,conflict_community no_livelihoods,1, ,hiraan,conflict_community no_livelihoods forced_eviction, ,100, ,150,50,no,no,no, ,yes,no,no,nat_police,yes,no,buul tent,1,3000,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,yes,yes,yes, , , , , , ,burkad, ,15,7,weekly,none, , ,yes,20,household,yes,14,no,cholera_awd malaria diphtheria,1,yes,42736,malaria, ,no, , ,no, , ,friends_family religious_leader community_leader,1,food health water shelter,no,yes,somali_standard,none,11.28223451021706 49.19255237445489 -23.8855356818423 4.0,11.28223451,49.19255237,yes,yes,yes,yes,yes,no, , 
42997,community_leader ,0,yes,idp,male,banadir,mogadishu_kahda,other,NA-3807-Z08-001,Kaxda,Kaamil 1,peri_urban,spontaneous_site,83,115,yes,50,50,8,7,0,0,0,0,0,0,90,10,13,1,1,83,83,0,0,0,0,7,yes,no,no,no,42979,42979,local_authority, ,residents,1,0,0,0,0,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community, ,bay,conflict_community,1, ,bakool,conflict_community,0,2,0,1,0,no,no,no, ,yes,no,no,nat_police,no,no,buul tent,1,115,no,no, , , ,no,no,no, ,yes,48,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , , ,4,weekly,none, , ,no, ,borrowing,no, , ,malaria,0,yes,42979,malaria, ,yes,25,quranic,no, , ,friends_family,1,food water shelter other,no,no,somali_maay,somali_standard,2.0497366666666665 45.26058333333334 350.7 5.0,2.049736667,45.26058333,yes,yes,yes, ,yes, , , 
43002,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,Dharkenley,Baaqaay,urban,spontaneous_site,55,330,no, , , , , , , , , , ,250,30,50,0,0,55,43,0,0,12,0,19,yes,no,yes,yes,42767,42856,no_management, ,womens elder_meeting wash,0,1,1,1,0,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community drought, ,bay,drought,0, ,bakool,drought,0,0,0,1,0,no,no,no, ,yes,no,no,nat_police, ,no,buul,1,55,no,no, , , ,no,no,no, ,no, ,0,0,0,0, , , , ,no, ,no,no,yes,yes, , , , , , ,kiosk, ,5,5,daily,none, , ,yes,8,market,no, , ,cholera_awd polio,1,yes,42917,cholera_awd, ,yes,3,quranic,no, , ,religious_leader community_leader aid_worker,0,food health water shelter,no,no,somali_maay,somali_standard,2.0477933333333334 45.25927333333334 67.9 4.9,2.047793333,45.25927333,yes,yes,yes, ,no, , , 
43005,gatekeeper ,0,no,idp,male,banadir,mogadishu_wardhiigleey,NA-3807-Z08-001, , ,Darwiish,urban,planned_site,109,436,no, , , , , , , , , , ,130,86,97,58,65,109,109,0,0,0,0,10,yes,yes,no,yes,39904,40787,no_management, ,residents womens,1,1,0,0,0,local_authority, , , ,none, , , , ,no,cash work_services, ,yes,42979,no,bay,conflict_community drought, ,lower_shabelle,conflict_community drought,1, , , ,0,0,0,20,5,no,no,yes, ,no,yes,no,nat_police, ,no,buul tent,1,70,yes,no, , , ,no,no,yes,2,yes,3,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,35,2,monthly,none, , ,yes,2,market,no, , ,malaria,0,yes,42856,malaria, ,yes,2,secondary,no, , ,military_official community_leader aid_worker,0,missing_persons food security contact_aid market_prices,no,no,somali_maay,somali_standard,2.0379833333333335 45.330075 17.2 4.6,2.037983333,45.330075,yes,yes,yes, ,yes, , , 
43002,gatekeeper ,0,yes,idp,male,banadir,mogadishu_kahda,other,other,tabeelaha,Haaruun,urban,planned_site,200,1200,no, , , , , , , , , , ,700,200,250,20,30,200,200,0,0,0,0,200,yes,no,no,no,42948,42979,no_management, ,residents womens elder_meeting,1,1,1,0,0,private, ,business, ,informal,family, ,no, ,no,no_rent, ,no, ,no,lower_shabelle,conflict_community threats drought, ,bay,drought,0, ,bakool,drought,6,25,0,10,5,no,no,no, ,yes,no,no,clan,yes,no,buul,1,300,no,no, , , ,no,no,yes,15,yes,20,0,0,0,0, , , , ,no, ,no,no,no, , , , , , , , , ,5,5,weekly,none, , ,yes,15,market,no, , ,cholera_awd malaria polio,1,yes,42979,cholera_awd, ,no, , ,no, , ,friends_family religious_leader,1,missing_persons food health contact_aid water,no,yes,somali_maay,somali_standard,2.049691666666667 45.257765 103.6 4.3,2.049691667,45.257765,yes,yes,yes, ,yes, , , 
